clean_text,category
firstly thats his personal account hes been sharing things what thinks the citizen this countryi dont see anything wrong that its maybe unethicalbut the overreaction far too muchpeople seem have problems with modi for almost anything,-1
literally anyone but not the clown modi,0
"let them whatever
panecea these problems
bring modi again",0
"all those opposing are you ready pay taxes through your nose just prove your point modi hara diya akal lagaopappu proposal maths samjho population people about families
72k6cr lac year get ready pay tax",1
definitely buying modi mask one will dare harm the streets ,0
lols,0
sensible promise unlike modi’ promise going happen will eradicate poverty india great move ,1
what was the modi dole farmer not freebie you moron lady ,-1
the beauty being supporter modi they can even question and every other govt but cant question modi,-1
lak crores national budget @ 72000 family will cover 138 crore families how many poor families planning coverrather than spit stupid unreal plan like this media promoting even modis 6000year farmer costing country lak crores,-1
bhai tab toh mujhe narendra modi bhi dikkat hai man hes got balls discuss his degree marital status even hiding and lying always,0
first time not agree with you one man army modern chanakya wonder why modi not giving him finance ministryjaiitlay not good,1
its 2015 video people say lot things when opposition and while campaigning modi had made big statements too now those words his are trolling him lets see what steps takes now,0
would modi take this challenge promise vote for him modi survives,0
sorry but the whole world has been told lie modibjp nvr made any such promise this fabrication ,-1
now air india boarding pass with pictures narendra modi causes stir ⚡vvpat⚡ ,0
mhmm  ’ interesting guess ,1
little fairy expecting people from today for the better future the children the country choose modi ,1
modis populism displayed 2019 interim budget not irresponsible ₹6000 per annum for farmers with less than hectares land not ,-1
"sardar media not covering anything else than modi theb who covered akhlaq
pehlu
junaid this haryana incident media dont cover where muslim mobs group muslim kills hindu ",0
"modi can give 350000 crore india’ richest then can the same for india’ poorest
",0
"poorest families the country will given 72000year nyunitam aay yojananyay
the promise made can but some not show this news but modi was said lakh fake promise all media hours showing",-1
after making unsuccessful overtures engage modi’ hindutva regime india put new delhi defensive through its smart initiative kartarpur border opening punjab ,1
hussain saheb for your kind information modi’ india growth the minority population whereas has declined over your country and that last years ,1
pmkisan modi govt has far transferred 5215 farmers via namo app ,1
"may its from jio university
modi was the 1st student this university
thn there child",0
getting inspired from visionary and strong prime minister shri narendra modi shivansh singh from bandaup shouts out little chowkidar ,1
please replace rahul with modi will make more sense,1
you have not heard what they said about modi then,0
when bjp can extradite nirau modi cnt they get direct answer frm under what conditions indian can get passport chk ,1
blind follower modi seriously criticising him for god sake have good day too,-1
prove made that promise such promise was made and nothing that sort was part bjp manifesto ,0
all big bjp leaders are afraid dude thier internal survey amit sha going loose modi from varanasi going loose source bjp internal survey,-1
any investigation done modi govt yet just name few the answer big ,-1
brainer most not all this mgrs team will like him they gel well the odd the team focuses work achieves results educates his kids humours the idiotic boss peers and desperately hopes loses badly ,-1
hope modi win for long long very long time kejri say wish,1
mentally disturbed modi selling jumlas public can decide mind work,-1
hardikpatel startedthe falloutof thebjpfrom allthe governmental greedies scheme fraudulent farmers throughthebyelectionsof rajasthanupthe government has been forced reserve reservation for the reservation itsnt modi who afraid thebjp but completelyscared,-1
thanks  always tweet good friend your  well life  happy india  jai modi ,1
how much did modi’ idiotic demonitisation cost the country how much did cost the millions millions who stood line for their own money questions that yet,1
this ‘ secular india where muslim family was beateb death islam phobia global problem but muslims india are more safe other than any country the worlds modi creating environment for hinduvta ,1
"also why would pakistan give you report its internal situation
kuch samajh hai modi daan kar diya",0
majority the western nations talking about don have total population crore leave being poor and from where will this money that give crore people from ,-1
"can’ chowkidar ’ brahmin subramanian swamy ‍♂️
",0
love our modi and want him the prime minister our country,1
modi and bjp came into the power due the inadequacies the congress govt recognize this fact,-1
"economics was never his his familys incs forte preoccupation with power hence corruption confusion are means the end they were success with mpraj elections where confusionscst act freebies loan waivers worked
this poll science not political science ",1
indian has his lips sealed while the pakistani endeavoured towards justice for the girls and the public supported thats where you close the nut shell,0
"looks like kejri slightly has some sense unlike pappu
good kejri now must also aware will shri modi remain foreveraur phir bhi aap nahi chahte modi banetho aap asli desh bakht kaise maante ane aap ",1
after years modi rule congresss all molecules converting hinduism another years they will synch ,0
guess you didnt understand tweet modi tried making indian self sufficient through and not just offering freebies opposition right asking impact these initiatives but they offer freebiesm the impact will zero,1
are ready because all party leaders are fake murderer and ,-1
beware ,0
modi haters stupid voters dont care abt this,-1
modi not coming slow,-1
albeit stupid the outset but surprisingly refreshing that they can think outside modi rafale,-1
because took powerful tyrant fearlessly despite being initimidated harassed modi admin and beaten sanghi goons despite witchunting took modi himself and did not back out from speaking the truth ,1
this not correctthat means mrmodi has self confidence,0
dear modi toadies please buy bjp merchandise generously have take care modis retirement pension plan matter days thank you ,0
they are applying same tactics applied modi here india rocket destroyed the house but one was killed far fetched story replica airstrike made modi recently which they dropped the bomb where person was living,-1
hey meant modi,0
sandeep singh producer propaganda biopic film ‘narendra modi’ accused child sexual assault his previous films floppedwho funding this film now ,1
paralympian deepa malik joins bjp live updates ,1
thank you modi ,0
sach bhi khud congress bade leader bol rhe congress majority nhi milegi modi banega,0
join congress and defeat the eccentric idiot prasad will parting slap modis face,-1
knows modi wins will finished trying fool the greedy and illiterate,1
skim will fail then lakh rupees will given everyone modi has given all ,-1
yes and historic one truly commendable momentous declaration this amounts less than the gdp india doesnt mean that anything that the incumbent inexperienced modi govt failed cant achieved,-1
modis biggest failing his insecurity likes surrounded handpicked mediocre wahwah gang who credit modi even for their fucking breath likes yesmen slaves his orders competent skilled and intelligent person will ever tolerate this subordination,1
one good think about this man dosent dance anybodys music boss himself modi didnt made him minister knowing will not listen him outspoken and blunt not bad ,1
this 72000 per year scheme might not healthy for economy but this can create some problem for modi poor people can fall for like chattisgarh rajasthan farmer fall for loan waiver modi needs communicate sooner,-1
bjp modi will claim that strike dont surprised see posters with her face the elections ,1
loan waiver won him the states promises win him the center but modi the populist and beacon hope for sane future sure ,1
did you know the guinness record for the highest number cataract surgeries day held murugappa channaveerappa modi ,0
that’ anyway much less than what modi blew demo,-1
jai bjp jai modi hindu vote bjp only will never vote anti hindu and pro jihadi vatican congress,0
few days time you will all the competitors modi within bjp surfacing scams this game plan within bjp keep modi dreams alive ,-1
these chowkidaars top and intelligent ,1
who has paid rs6000 per year modi baap diya tha,0
sir wish you are our next think you are better than sir from west bengal father work tea garden labour but tea garden per day payment lowest want rs500 per day ration our nothing anything for tea garden,1
while rahul share his vision for india modi selling tshirts ,0
modi sir the best and the only option for better india want him continue our for years ahead more congress times india,1
bjp officially jali party atleast you are not allowed bengal thanks ाेशबचा ,1
what modi has with this,0
lets not forget the fact that modi has promised lakhs our bank account each how dare rahul think can get away with promising less than modi ,1
will benefit crore indians only even rahul implements his scheme successfully but imagine modi were implement his scheme 1520 lakhs every indian benefits now you decide which one better thing dream about ,1
modi promised rs6000 annually farmers budget bhakts great move modiji dil jeet liya yaarthis will empower farmers rahul promised minimum income guarantee rs6000month every poor citizen india bhakts sala mufatkhor bana sabko luta desh paisa,1
narendra modi the countrys prime minister understand the difference first,1
from whr dey getting this much amount again loan world bank which will pull down india again under the category debt country agree modi have given funds reliance now they are producing jobs well what the future plans ,1
modi promised the moon the stars 2014 what did modigovt deliver economy jobs social cohesion welfare people are the prime considerations this election modi government should voted out ,1
those whore saying modi who would you rather want your ,0
more over how much earning from onkardham patel neheruatal statue modi himself inaugurated his statue abroad legislation supreme authority not court salute bahenji for the noble deed,1
get life you are over obsessed with modi every tweet yours about modi itna bhakt bhi nhi lete modi naam,-1
"our modi nice gesture for healthy competitionhe should always lead our nation number one the world
nagarajan",1
whenever you come across someone seeking votes chanting give him tight slap accused gowda inciting violence against modi,-1
air india roll back boarding passes with photo modi election commission has been notified says hindustan times ,0
"who listening him and even following him
and the way how come modi india comes here
imran confessing hindus migrating
idiot",-1
antifarmers procapitalist bjp mayawati attacks modi govt over sugarcane farmers’ dues via ,0
"thats why mant modi once more
plz reelect ",1
pulwama attack was intelligence failure modi ajit doval are silent digvijaya singh ,-1
forceful conversion poor hindu girls thats the way want show modi treat minorities,-1
grand son indirafiroz rahul gandhicheats poors promising 72000 farmers this huge philanthropy may the amount looted from india and diposited swiss banksthis fool forgot modi will pounce squeeze black money,1
sir this couple have planned run across nation promote modi they have started from delhi and moving towards meerut request pls ensure their safety ,0
much water has flown into ganga since 2004 but you still want remember because shows some hope remember you had advani defeat 2004 but 2019 you have modi and has never lost any election congress doesnt have required strength capability defeat modi,1
thats the superb diplomacy modi which has helped the indian origin people foreign countries live respectful life ,1
finally accepts that modi pakistan  ,0
aur yeh hui gareebi khatam natraj fir champion only people could see through congs desperation for power matlab sab kuchh denge bus sarkar banva modi jeena mushkil kar diya,0
modi urges noted personalities spread voter awareness via namo app via mynt,0
was this question asked when the announced 6000 rupees per year the poor farmersat least give credit rahul that instead the slogan modi hathao has now told people what will for the people india comes power positive congress part,-1
blithsome isnt the exasperation praising modi has hurt them deep that central cyanosis clearly visible bua bhatija relationship,1
please ask the data demo from the modi govt your own words “ exact statistics” ,1
know ones you back rahul gandhi aliyas pappuu give respect masood azhar jii super what respect salut future will statue masood azhar jiii dont compare rahul with tiger modi namo,1
have battle hardened brave they are our pride and they will safeguard all kashmiris irrespective religion tell modi fulfill least one promise this modi shah duo will destroy our country,1
ravichandran ashwin tweets request modi ipl season ,0
attention election commission after railway tickets now air india boarding pass bears pics modi via ,0
"modi government redefined poverty line
",0
like how modi promised 15l each account ,0
congress can retract the same way modi govt did with lacs promise,0
"yes please stop from releasing
dont want vivek oberoi give flop movie modi ",0
"where were congresss past years
congress ruled india since 1947 and india still underdeveloped country where were congress couldnt get the position expect from modi way
rahul just blink eyes",-1
lok sabha elections 2019 live paralympics games winner deepa malik joins bjp ,1
363 million indians what modi forgot rahul gandhi remembered ,0
here’ why the nri disappointed with modi 2019 ,-1
china welcomes imrans positive response modis congratulatory message ,1
describe the situation when modi not our june2019,0
you know what socialism means mig not socialism that was the case what was modis dole rs6k the farmers,0
can show the proof where modi wave off loan rich people stop behaving like rahul gandhi,1
what this hell lot resistance basically for for the political differences disagreement account polices ’ office forever modi mania modiiified which destination has the treatment for this not bangaluru’ naturopathy least ,-1
"dear congress power rajasthan and lakh rupees promised not deilvered the kin pehlu khan and the accused roam freely link below
",1
honest company will pay for tax only sanghis and the companies who were promoted modi would taxed,1
last year modi provided lakh crore for government with the extra demand yogi says amit shah agra that money was came from dropped subsidy indians over lpg how can not possible,0
’ better than lakhs every indian account one want question chor modi,1
modi best leader our country,1
the beauty democracy priyanka gandhi vadra the congress mascot 2019 election the ganga beti called siberian bird ministeron the other hand owaisi says modi might have taken beef biryaini the day pulwama before going bed,-1
what the hell you are talking about modi already giving 000 poor farmers and free home and electricity waive the farmer loans and first bloody liar and lootera ,-1
who would you like see the next india modi led bjp,0
remember modi promise lakh every account ,0
why abp news comparing rahuls 72000 with modis lacs does anyone has proof that modi actually said will deposit lacs everyones account,0
dont understand why you expect madhavan treat kanhaiya and prime minister modi equals anyone will get excited and respond the the nation addresses them name your complaints will somewhat valid modiji was not but just head bjp opposition,1
modi mocked farmers with 6000 year but congress promising that indias most poor families will get yearly 72000 under minimum basic income guarantee scheme vote for congress ,1
jumla part after jumla part rajasthan and cgadh what was congress doing its regime long sixty years sixty year period more than enough period make country prosperous model country people trust modi for india no1 country next years,1
100 sure that the person who can carry narendra modi legacy future should groom him next after him dev fadnavis should remain healthy and carry the good work,1
lootera modi interested get power any means bahujan samaj aware bahenji queen bahujan samaj most powerful lron lady world unparalleled national leader complement each counter both monubadis parties,1
modi what you think your mind for tamil nadu pls,0
why london the favorite hunting ground for disgraced industrialists mallya nirav modi and now naresh goyal maybe they run their own secret club there ,1
"loksabha election 2019
nagpur all set create history electing nitin gadkari its and narendra modi the ",0
hate congress because family politics iss baar vote modi koo,-1
"youve yourself walked into trap
now modi has nothing but about saying congress planning stop all other schemes just like loan waiver promises raj chh karnataka this jumla
this announcement going badly backfire haha",-1
chor chowkidar bhakts please google foolish statements modi and watch the resultsour leader not liar jumlabaz like your modi,0
personally have utmost respect for shri kalyan singh not only governor our state but very senior leader too have learnt has made political statements that all are bjp workers supporting shri narendra modi for his reelection ,1
"main bhi chowkidar with you modi sir
your are the great king new india with you sir for india development till end last brith for nation ",1
game changer modi era finished,-1
hope tatas step keep goyal and babus out going sbis track record mallya modi and chocksi even banking not their forte they fill the management committee with babus hope not like that song time choose who will screw more,1
thr abs prob for cong announce this they will never have fulfill this promise modi wins they wont modi loses coalition govt will not allow raga they wont any scenario this promise not all liability for raga ,0
means modi will contesting from bengaluru south,0
"and what like about your tweets that they are not political tweets sick seeing modi and rahul tweets
your tweets are humorous emotional and realistic aur kya chahie",-1
will good news for foolish modi wins again actually this indian nation donot suits states man like manmohan singh the extent damage modi have given india politcizing military poor economy and destroying fabrics secularism also kashmir slipping,1
sounds like one modis minions they use prostitute lot ,0
"letter friend who happens modi supporter
",0
sir india will improve only due our narendra modi,-1
brother modi goverment has built homes for the poor bpl families please read this articles and google nda has built means goverment has built house subsidy for everyone whoever wants buy home ,-1
steering safe only the hands ,1
paxtan one pro modi lover said “pepistan”,0
air india withdraws boarding passes with ads vibrant gujarat which has pic modi news ,1
iaf making excuses for su30 failure score any kill not sure its rescue modi iaf actually thinks buying one platform cements its fictional superiority pakistan can counter inductingupgrading hq916ft200p jf17 blk f16 pl15 etc shortage options ,-1
its such shame that such leader candidate for opposition modi didnt destroyed economy per yeh pappua agar bana pakka economy barbad jayegi,0
"delhi funny place who has seats begging party for alliance which has seats party with seats rejecting that offer
varanasi loksabha seat against modi aap gives cong cong gives gives bsp bsp candidate joins bjp",1
you don’ understand modi promises scst act restoration general category will press nota doesn’ bjp leaning dalits vote for congress,1
all modi channels are the bottom that says lot,0
"deep inside most desperate see making the parliament more than any other candidate this phd has all the courage knowledge and potential reduce modi’ attendance the parliament lesser lies and trolls democracy’ temple
",1
political leaders has create jobs not modi govt  this the state indian media must resign from the post amethi theek hai amma ,0
narendra modi confused too,-1
debraya mukhopadhyay mins · oquote outlook india · brazen violation electoral code conduct ,0
"whole andhra calls modi demon
what the issue ",1
worlds forbes which bjp proudsayschildren are hungrier modis india than kims north korea …,0
sir now admitted that modi govt doing well thats why the govt khajana full money and will pay the amt public any way with modi vote for bjp jai hind,1
article news about modi disrespecting vajpayee funeral isnt true trending ,1
congress delegation comprising randeep singh surjewala kapil sibal and abhishek manu singhvi meet election commission over the biopic narendra modi starring scheduled for release april ,0
says modi,0
modi said black money deposited swiss bank got back could provide money indians but did not materialize where can rahul get money distribute same poor people sure will not get back black money,-1
because your darling modi has screwed india bad that dont even know how many interventionist schemes will need stays power for five more years,1
yes but there difference lse and take example our maharshtra here most the people dont want bjp gov state but want modi centre,1
modi history and the chowkidar knows very well prepare stand the bjp office gate delhi happily doing chowkidari,1
actually bhaktas have fear that modi will give anybody any money kanjoos gujju baniya that rahul gandhi may just and that scares the shit out them,-1
"giving poor families 72000 year will make them more lazy and they will like baithe baithe sab mil raha hai kya karna kaam karke why dont give them employment like modi goverment did supporting entrepreneurship rahulgandhi
",1
she talking about modi’ promise 6000 farmers  how dare she call that cheating  ,0
"two questions from where will bring money this much money india than according him modi government failure and chowkidar chor
than more than this money was india before five years
than why not thought this before ",1
modi never promised that rahul promising modi just said hypothetical metaphor never promised show the video where promising,1
reasons why modi should become prime minister 2019 again ,0
well will love see bjp coming power ls19 giving doles poor rather rahul gandhi becoming modi chose not give doles but this entire gdp doles will have catastrophic consequences economy and india cuba venezuela your pick,1
modis same words using now change from ,0
middle class voter count nothing compared village poormodi needs start spooking all people even poor even has lie and propaganda now,-1
"from where will give rs72000
and modi rs6k per these fools are striping the middle class tax payers already
all freebie promise substance development plans plans for jobs education
filthy country",-1
"modi 1ofthe 120crs indians whom 120crs indians reside ×
this difference between power hungry dynastmodi
modi has redefined bharatmaa destiny
pride strength
all india dynast dacoits will crushed terrorists pakistan will heap ash ensure modi400",-1
bjp national vicepresident prabhari for state avinash rai khanna called meeting bjp leaders overlooking various arrangements for the smooth and successful conduct modis rally conducted 28th march read more ,1
modi never promised 15lakh everyones account was only figure speech understands economy even without higher education not retarded product corruption ridden legacy like congress,1
2014 every can get 1520 lakhs bring back all the was sounds like plan  2019 72000 per year for population plan but just ready give money comes power  sounds like ,1
tasted the modi apples here read report first via ,1
and modi for behtar pakistan,0
owaisi brothers target modi over pulwama ‘chowkidar’ campaign ,0
some journalist put cameras face muslim and ask who will win knows will come trouble say modi will loose says modi will win common sense ,1
anyone with modi given ₹15l hisher bank account who finding rahuls nyay fiscally irresponsible,0
narendra modis tweets celebrities lesson conversation broadcast via ,0
why modi penning secret love notes pakistan their national day and demonising the media and opposition instead has made our foreign policy regarding pakistan joke ,-1
25crore people doesnt look like unachievable number maybe will take yrs and its not hes giving away 72k hes just filling wage people below 12k get that 12k mark this might successful failure but doesnt sound like total failure,1
"rahul gandhi indian tax payer’ money not free money that should given anyone free cost modi promised 15lacs but never said low income gurantee thing please mind your language before you speak
",1
bjp and most condemned about but modi govt using that provide employment why cant modi govt give better policy than this even this govt want suppress ,1
which degree having from harvard university 12k per month 72k yearly and asking modi degree,0
how modis india fast resembling hitlers nazi germany ,1
pulwama was done congress request pakistan disturb modi govt ,0
modi loses please retire you have been great cheerleader but pathetic journalistexcept for congress bashing you have nothing else offer ,-1
ppl normally fall for this its promoted well hope modi doesnt take lightly,1
dont worry modi will say typographical error actually 6000 per day,0
dear the western idea you have come with ubi univerasal basic income this idea has aready been tried and failed badly pls stop this propaganda and let india progress unde narendra modi ,-1
"when modi starts free coaching for scst students premium coaching institutions after won 2014 did paid the bill from his own party fund when modi give freebies bhimtas using our tax pay money saint for you
",1
not worry narendra modi will once gain 2019 winning loksabha elections,1
all private businesses including twitter etc offer their paid marketing modi using extensively even though has said that all expenditures social media will also monitored and will counted towards promotional costs party but all know wont happen,1
yes very true imran your msg reply very good but cant believe modi what ever who from india their thinking always against pakistan but pakistani dont care them,1
nothing new modi govt has already implemented various schemes through which every poor family gets more than 72000 rupees per year huge number people have come above poverty line,1
main bhi chowkidar hoon there are 100 crore chowkidars india and support modi ,1
kalyan singhji will disastrous for the country modi reelected all indians will see for his removal form the office yes will bad news for youyou will have vacate rajbhavan better you quite the office and start electioneering love modi ,-1
only congress capable using modi govtbuilt infrastructure order accuse the govt ,1
brahmin susu swamy directs and chowkidar modi executes ,0
"open your mouth
theres modi big hit wear just namo clothe theres yogi big fit ready and votekar fight cruption datkar ",1
this not solutions this just your promise like modi did 2014 but the youths the country wish know what congress going for youths and students who are struggling for job what inc going for farmers country,0
thats not right its country unity and not necessary that every muslim vote for rahul every hindu vote for modi think democracy there space for religion democracy represents the citizens countryniether hindu nor muslim,-1
"why you depending people collect information you can get from modi govt also they are central collect you need passed only high school education understand the process that how and when they already kept their promised
timepass ",1
get chance interact with shri narendra modi directly the event held 31st march 2019 5pm register now via mynt ,1
indira gandhi gave garibi hatao slogan 1970s her family ruled for years thereafter still 10s crores indians still did not have toilets houses electricity until 2014 125cr extreme poor india 2016 which modi govt brought down 5cr 2018,-1
the risk overloadfatigue heres yet another chronicle how the personally intervened changeamendbend environmental regulation benefit crony buddies—the cost which would borne our biodiversity and millions people ,0
modi should offer hell with economythe future bharat mata stake,0
"
this new india this indias century because has the yuva shakti take great heights modi govt stands firmly with them",1
sure sir that our responsibility save our country jai hind jai modi,1
very nice sir modi govt had lot good projects wish for namo again ,1
get your plan make india bankrupt like your adopted country pakistan thats why vote for narendra modi,0
"while announces brilliant pro poverty scheme finally bring completely egalitarian society
the selling tshirts and that too jhumla happens one tshirt for the price two wah modi wah ",1
and why not the same outrage when modi announced dole for farmers has just increased the quantum,0
baat bata bhai how did come with the figure 72000 kya yeh aapka number saath pyar tha modi 6000year scheme simply guna kar diya and btw whats plan generate this amount revenue every year toda details toh yaar,0
modi could too didn’ had the urge spend public money selfglorification also you think the massive political funding comes for free eventually modi has return the favor diverting public funds welfare programs his owners hence bjp cant ,1
"first thing would like say agar modi govt 2000rs farmers diye hai toh direct bank account that removing that middle man
just think about man how will you reach the real needy who dont have bank accounts
through middle manthat would biggest indians scam",1
why modi again ,0
and these ppl have the audacity call ideas jumla atleast modis realist which all need leader for couple years atleast ,0
first tell modi accept jpc enquiry rafale whats wrong and fearful that,-1
hard friends with supporter – not easy with the left either writes,-1
modi supporters cant watch this video,0
dear modi hurry follow this fan yours seems your ilk ,0
screept good for fool people false democracy true voting hone bhi jite hame khushi hogi result fix mat karo know only the master behind the wall last brought modi this time democracy bacha rahe ,1
guys watching kesari have been blown away the immense talent idol has all hail akshay kumar you beauty you all watch ,0
"same question you can ask narendra modi why you spend thousands crore selfbranding
why the fraud business person are your bhai why they are not behind the bars
why the demonitisation failed",-1
the sentiment indian voters brilliantly captured here honestly too they didn’ quite get what they expected from modi ordinary reaction would have been for the alternative but the problem with rahul leading the other camp ’ not really choice ,1
"mildly leaning towards modi tina
men ideas voter the middle with acche din nowhere sight who does moderate vote for this election ",1
berozgar bastard frm says modi only does bhashan gve ration pple bastards cant raise voice over their govts illegalities lyk mamata announces compensation rape victims per their standards labour girlwoman then thousands actress lakhs,0
modi common man struggle every day and handicap person today when was travling best bus sprkling face bus driver and conductor was dull today because they had not got sallery from last two months mumbai life line deaying plees save them,1
belittling the muslim community india and fomenting hatred idly standing cow lynchings occurred and even promoting purveyors hate modi has bred environment hate what hope left for india long modi remains power ,-1
just see the difference mrmodi much more advance compare mrgandhi digital era one joined jan 2009 and another apr 2015 ,1
modi bjp cant win single election without taking name pakistan fact ,1
how come topping with 6000 will make reach 12000 that means everyone that 5cr earning 6000 minimumthis scheme not feasible and long run will fail due india’ growing population don’ care modi rahul but this stupid,-1
gogoi slams modi for neglecting bjp veterans ,0
want the poor respected this country announces rs72000 every for per cent the poorest families his party elected this election between peoples leader corrupt modi ,-1
finally fraud business back place modi must provide multilayer interlock ensure govt money can used for freebies including pmos expenditure for broker journalists,0
dude respect mandate and country its you who saying arrogance that people india are voting modi how you conclude that people india are voting modi when voters didnt vote modi last election people india means all population,0
two questions for bjp economists ridiculing rahul gandhis promise 72000 per annum are you aware that india spends over the national gdp just the salaries govt employees what was the source lakh that modi promised 2014,1
diverting the topic friend asked simple question your first comment having civilized convo hence our responses are been coming from both sides however being civilized also doesnt mean agree your point india doesnt want see modi again its only rss,1
"chokidar chor hai
only jumla modi government last five yearssee the pic ",0
modi sent him and lord shri jagannath has called the concerned leader not only leader but the son orissa sambit bole jai jagannath,0
modi govt met disinvestment target only because one public sector company bought another via ,0
hold your horses fellow sanghis refrain from declaring that the congress scheme would result bad economics might also announce similar minimum income guarantee scheme don’ underestimate career politicians like modi must have prepared for this eventuality,-1
how this should have happened rahul’ mind think modi announce per annual thought let’ multiply with which 72k and later announced 72k will given families what dimwit person how one suppose support him ,0
owaisi brothers target modi over pulwama chowkidar campaign ,0
india has enough money thanks modis demonitisation due which tax net and tax base has been increased almost 100 double and that money for development and not for free,-1
cong ruled for not even though bank acc for bpl people just modi govt launched pmjdy opend 31cr bank account,0
this yearly scheme has potential destroy both economy and modi chances becoming again this should countered soon possible,1
atleast show some respect modi clearly shows you are pappu devotee ,1
like modi sarkar but its too late for you,-1
modis narrative was get all the black money back then every one will have lakh acc never said will put account,-1
rahulji are already due rs15 lakh promised modi wed rather wait for that money than consider taking your rs72k also start saving all the money you have youre going definitely need your retirement after the upcoming elections ,-1
narendra modi has only two diversionary options before him ,0
modi and bjp are racists rahul ghandi for ,0
modi was wrong distributing per annum and rahul promising per month worried about tax paid monies being misused for dole,-1
time for gif thread latest detailed piece modis war the environment animal gifs stick the theme ,1
modi and cos major promise 2014 was speed environmental clearances story shows how modi personally pushed his ministers particularly javadekar dismantle indias green laws ,1
initially the govt tried push through wholescale reform through the tsr subramanian report ,0
what modi has preserved forex and hard work going vanish that its always the case atal also restored indian economy only exploited khangressis people its high time dont get duped false promises,-1
when that failed the govt started making small little nittygritty — byelaw here regulation there ,-1
one these changes described deepwali gift industry the tried get small factories out the air and water pollution acts luckily was stayed the courts ,1
"another one — reported earlier — made easier for construction projects side step pollution norms
",0
"they are pakistani nationals and quite happy here
they wouldnt want our nationals terrorist country ruled the likes modi but you saying that youd happily deport all muslims from india does show your character and psychi ",1
"the last four years not even single legislative step has been taken the central government protect the environment” said lawyer ritwick dutta ”every single law related environment being diluted which will make urban areas unliveable
",-1
does want nearly picked bangalore south just imagine the chaos will bring during his rallies ,1
crore poor families hasnt modi lifted almost crore poor his first tenure 72kyr for each then lakh crore required times indias economy hmm must hiding the money somewhere for sure ,-1
narendra modi attacks congress says mnrega ‘living monument’ poverty pti march 2015 535 was forced eat his words none other than his financial advisors now strongly believe scheme mnrega version ,1
congress leaders are fearing modi comes power 2019 there will election they are right modi comes power 2019 then there will election for congress ,1
printing vote for modi marriage cards gets you notice from someone lying through his teeth about absolutely impractical and economically devastating scheme remains silent its taxpayers moneynot his dynastys ,-1
has everest climb will opposed tooth and nail modi rahul tejaswi lalu nitish mayawati mulayam and other status quoists,-1
with modi ,0
goon gaurav aka goldi with peaceful arrested meerut girl beating case earlier leader was arrested for beating kashmiri dry fruits seller lucknow did modi tell them this ,1
owaisi brothers target modi over chowkidar campaign ,0
brother know that one change this country think that modi will change our future then wrong,-1
good one right modi may remain but least will not sit and waste time like you,1
owaisi brothers target narendra modi over pulwama chowkidar campaign ,0
sir please have look trending hash tag with number tweets from party workers only chamcho modi will again,0
after 2019 election nda govt takes overpeople will get hold all opposition party netas who abused armed forces modibjp and india and beat the hell out them many pro congy media people will run away caught will given justice the spot,1
appears the 108 economists who slammed modi have advised rahul the pretty dumb scheme which would wonders for indias economy,-1
modi thinks and plans only for his rich crony firends while congress thinks and plans for all cross sections society masterstroke ,1
"first all needs stop his jija
when cnt even that how can you think him stopping mallya and nirav modi",1
"whom you are telling this you think pappu cares about nation nope
they know this ponzi scheme gonna encash votes
the only way can counter announcing something same line they dont its gonna disastrous for modi ",-1
"avoiding modi and bjp
choosing congress for 2019 election will solve this issue",0
needs lakh crores ruppes per annum and india present total budget expenditure around lakh crores rupees from where such huge amount will come from italy rahuls poll promise lie once again modi ,1
"asked twitter give voice for tat doesnt mean need tweet the same content and urging the ppl
with 45m ppl follower modi can that
what meant ground level not tweet abt asking ppl vote
",-1
worst policy from where will give that money this for pooitical benefit why did not anything for removing poverty from 2004 2014 when modi came with 6000 per annum for farmers just multipled months and corrupting farmers shame ,-1
group kashmiri hindus has welcomed the bharatiya janata party bjp governments decision ban yasin malikled jammu kashmir liberation front jklf and extended its support prime minister narendra modi for the ,0
are all bjp workers modi should become governor kalyan singh,0
investigation into security lapses airstrike didnt hit jaishm gave them promotion massod azhar must getting good funding imran became hero what did india get modi threw 250 fake dead bodies count till elecyions and poiliticised ,-1
does mean ैं ो ी cant chowkidar brahmin subramanian swamy ,-1
modi remember every thing doesnt require congress party remind him anything,0
the world wants modi again india has become no1,1
 what about 6000farmer modi ,0
its request you can then please contribute towards modi jis genuine intentions serve the nationor else you better keep yourself awaycoz nothing gonna work out for people like you,1
talk about bjp modi but not communalize any thing taking any story give communal angel supporting govt supporting communal9sm different thing,1
modi can give 30000cr the richest the country there enough money protect poor,-1
jai modi jai jai bjp hindu vote bjp only will never vote pro jihadi and vatican congress,0
desperately trying avoid jail next modi term that his family knows making false promises come back power aur konsa uski maa desh hai joa lutaanay mai taqleef hoa maal lutaa doa aur jail say bachoa ,-1
see the vile liberandus have for anyone even acknowledging modi modi asked actor madhavan promote voting every citizen which truly apolitical request responded positively the amount scorn getting poured maddys shows how fascist intolerant libs are,1
previously leader spoke political language but now army personnel speaker such speech hes first modis chowkidar ,1
this congi wanted cut modi into pieces during 2014 election ,0
yeah your guessing are right wrong person drugg were taken modi jee when shout for lackh for every person ,-1
"support narendra modi the upcoming elections 2019 wearing this tshirt ❤️
buy here ➡️ buy here ➡️ premium quality fine prints dont miss ",1
